tokens;labels
"['@jesuspati', '@PedroChamonL', '@UPyD', 'Pues', 'cuando', 'te', 'aburras', 'y', 'te', 'apetezca', 'hacer', 'un', 'reparto', ',', 'ya', 'sabes', 'dónde', 'venir', ';', ')']";['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Recomiendo', 'la', 'lectura', 'de', '""', 'El', 'Cambio', 'Sensato', '""', 'por', '@Albert_Rivera', 'donde', 'hay', '100', 'preguntas', '/', '100', 'respuestas', '#DiaDelLibroCs', 'http', ':', '/', '/', 't', '.', 'co', '/', 'KX8DFxyipz']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['UPyD', 'critica', 'la', 'decisión', 'de', 'reducir', 'camas', 'en', 'la', 'Fundación', 'Hospital', 'de', 'Calahorra', 'y', 'pide', 'que', 'se', 'revoque', 'http', ':', '/', '/', 't', '.', 'co', '/', 'kbLU2Q17UC', 'vía', '@upyd'];['O', 'O', 'O', 'O', 'O', 'B-Sanidad', 'I-Sanidad', 'I-Sanidad', 'I-Sanidad', 'I-Sanidad', 'I-Sanidad', 'I-Sanidad', 'I-Sanidad', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Kelpie75', 'q', 'es', 'la', 'izquierda', '?', 'lxs', 'q', 'se', 'dicen', 'que', 'lo', 'son', 'como', 'el', 'PSOE', 'o', 'lxs', 'q', 'defienden', 'servicios', 'públicos', '?', '@Susana_Vila', '@pagan_gines', '@agarzon'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'I-Economia', 'O', 'O', 'O', 'O']
['#gráficos', '#IRPF', 'de', '@CiudadanosCs', 'perjudica', 'a', 'rentas', 'entre', '16', '.', '000', 'y', '19', '.', '500', '\x80', 'Datos', '@Jaume_Vinas', 'http', ':', '/', '/', 't', '.', 'co', '/', 'hN9dqNjUwy', 'vía', '@CincoDiascom'];['O', 'B-Economia', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', 'pero', 'la', 'población', 'activa', 'bajó', 'en', '127', '.', '400', 'personas', 'y', 'por', 'tanto', 'la', 'tasa', 'de', 'paro', 'SUBE', 'hasta', 'el', '23', ',', '78', '%', '.', 'Dejad', 'de', 'vender', 'humo', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'I-Economia', 'I-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['De', 'esos', '13000', 'menos', 'de', 'par', 'o', ',', 'cuantos', 'indefinidos', ',', 'cuantos', 'de', '8', 'horas', 'al', 'día', '?', '#paro', 'ladrones', 'mentirosos', '@PPopular'];['O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@anguitista', 'los', 'que', 'defendemos', 'y', 'hemos', 'defendido', 'la', 'clase', 'obrera', ',', 'los', 'que', 'creemos', 'que', 'la', 'unica', 'salida', '@Susana_Vila', '@pagan_gines', '@agarzon'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@CiudadanosCs', 'y', '@UPyD', 'se', 'suman', 'en', 'Murcia', 'no', 'pactar', 'con', 'el', '@PPopular', 'pero', 'si', 'con', 'el', 'partido', 'de', 'Chaves', ',', 'Griñan', ',', 'Magdalena', 'Alvarez', 'etc', '.', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', 'último', 'libro', 'q', 'he', 'leído', 'es', 'El', 'cambio', 'sensato', '@Albert_Rivera', ',', 'El', 'dilema', 'd', 'España', '@lugaricano', 'y', 'Jaque', 'al', 'rey', '@LuisSalvador', '#DiaDelLibroCs'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Felipenini', '@lozabest2', '@PaquiVicente', '@ahorapodemos', 'no', 'defiendo', 'a', 'podemos', 'ni', 'siquiera', 'pienso', 'votarles', 'pero', 'lo', 'que', 'es', ',', 'es', 'y', 'lo', 'que', 'no', ',', 'no'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@LSan61', '@Inivelayensa', '@lozanoirene', '@UPyD', 'todo', 'es', 'mejorable', ',', 'todas', 'las', 'criticas', 'son', 'bien', 'recibidas', 'y', 'cuantos', 'mas', 'arrimemos', 'el', 'hombro', 'mejor'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@AlexStraits', '@jabiloto', '@es_INE', '@marianorajoy', 'ha', 'ha', 'jajaja', 'jajajajaja', 'pero', 'en', 'que', 'país', 'vives', '?', 'Vives', 'en', 'una', 'burbuja', 'y', 'solo', 'lees', 'ACB', ',', 'no', '?'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@rosadiezupyd', '@Herzogoff', 'Encuesta', 'en', 'Madrid', ',', 'donde', 'mejor', 'resultado', 'sacáis', 'siempre', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'jYWPPuGOSL'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', '.', '.', '.', 'Lo', 'dicho', ':', 'el', 'PP', 'es', 'el', 'partido', 'del', 'funéreo', '.', 'Porque', 'para', 'escribir', 'estas', 'cosas', '.', '.', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hemos', 'defendido', 'a', 'los', 'madrileños', 'como', 'nadie', 'antes', '.', 'Ahora', 'cambiaremos', '#Madrid', 'http', ':', '/', '/', 't', '.', 'co', '/', 'pQWoNhgviR', '@UPyD', '#Libres', 'http', ':', '/', '/', 't', '.', 'co', '/', '9S4xPwU5Ia'];['O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PSOE', '@sanchezcastejon', 'El', 'PP', 'es', 'un', 'PARTIDO', 'CORRUPTO', 'en', 'DESCOMPOSICION', 'Solo', 'faltan', 'PENAS', 'EJEMPLARES', 'y', 'q', 'hablen', 'BARCENAS', ',', 'RATO', ',', 'BLESA', ',', 'MATAS'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Kelpie75', '@anguitista', '@Susana_Vila', '@agarzon', '.', 'El', 'marxismo', 'de', 'los', 'dirigentes', 'de', 'IUCM', '.', 'Aki', 'yo', 'huelo', 'otros', 'intereses', '.', 'Me', 'despido'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'presidente', 'de', 'nuevo', 'ya', ',', 'otra', 'noche', 'como', 'aquella', '<', '3'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Del', 'error', 'de', '@sanchezcastejon', 'se', 'ha', 'hablado', 'en', 'los', 'medios', '.', '.', '.', '¿', 'q', 'pasa', 'con', 'el', 'de', '@mdcospedal', '?', 'Uno', 'es', 'gracioso', ',', 'el', 'otro', 'es', '.', '.', '.', '.', '.', 'aberrante'];['O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@jezquerra57', 'Aquí', 'tienes', 'el', 'resumen', 'de', 'lo', 'dicho', 'por', '@ramonmarcos', '(', '@UPyD', ')', 'en', 'el', 'debate', 'sanitario', 'de', 'ayer', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'okD3M0W8lk'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sanidad', 'I-Sanidad', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@rosadiezupyd', 'ETA', 'es', 'responsable', 'del', 'asesinato', 'de', '24', 'niños', ',', 'perpetró', '292', '""', 'asesinatos', 'colectivos', '""', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'HSmDSL308j']";['O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['En', '@CiudadanosCs', 'habeis', 'dicho', 'cosas', 'buenas', 'en', 'vuestro', 'programa', 'económico', ',', 'pero', 'habeís', 'fallado', 'en', 'lo', 'de', 'subir', 'el', 'IVA', 'de', 'los', 'productos', 'basicos'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O']
['@CiudadanosCs', '@Albert_Rivera', 'España', 'la', 'debe', 'gobernar', 'un', 'partido', 'sin', 'corruptos', 'y', 'sin', 'cuentas', 'en', 'paraísos', 'fiscales', ',', 'cosas', 'q', 'ustedes', 'no', 'cumplen'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'B-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'O', 'O', 'O', 'O', 'O']
['En', 'el', '@PPopular', 'están', 'tan', 'escandalizados', 'con', 'el', 'tema', 'de', 'las', 'tarjetas', 'Black', 'que', 'se', 'dedican', 'a', 'recolocar', 'a', 'los', 'imputados'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@loprimi1', '@CiudadanosCs', '@Albert_Rivera', 'Tranquila', 'Ciudsdans', 'te', 'quitará', 'los', '210', '\x80'];['O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hacienda', 'asegura', 'que', 'Anticorrupción', 'no', 'quiso', 'actuar', 'contra', 'Rato', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Acs9EEm0SS', '@UPyD', '@Herzogoff'];['O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@sanchezcastejon', ',', 'secretario', 'general', 'del', 'Partido', '""', 'Socialisto', '""', ':', '«', 'Ustedes', ',', 'miembros', 'y', 'miembras', '.', '.', '.', 'Permítanme', 'la', 'broma', '»', 'http', ':', '/', '/', 't', '.', 'co', '/', '4bPIg5knjc']";['B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'y', 'ante', 'todo', 'y', 'sobre', 'todo', 'que', 'DIMITAS', 'TU', ',', 'LA', 'SECR', 'GRAL', 'DEL', '@PSOE', '@_susanadiaz', 'Y', 'DISOLVÁIS', 'EL', 'CHIRINGUITO', 'ANDALUZ', '!', '!', '!', '!'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@alquimistaast', 'Ah', ',', 'por', 'cierto', 'te', 'olvidas', 'de', '""', 'empresarios', 'modelo', '""', 'como', 'Díaz', 'Ferrán', ',', 'Arturito', 'y', 'semejantes', '.', 'Uno', '-', '>', '@javierjuantur', '@ppopular']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@rosadiezupyd', 'estáis', 'dando', 'mucha', 'vergüenza', 'con', 'los', 'ataques', 'populistas', 'en', 'plan', 'Potemos', 'a', 'C', ""'"", 's', '.', 'Con', 'lo', 'grandes', 'que', 'habéis', 'sido', 'y', 'al', 'final', 'esto', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['.', '@ExCiudadano_', 'Quien', 'quita', 'y', 'pone', 'no', 'son', 'las', 'élites', 'ni', 'el', 'IBEX35', ',', 'es', 'la', 'ilusión', 'ciudadana', 'en', 'las', 'urnas', '.', 'Ej', '.', '@UPyD', '.', '.', '.', '@GmezMatas_P', '@_infoLibre'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@AntonioMaestre', '@maxpradera', '@CiudadanosCs', 'joder', 'el', 'Paí', 's', 'que', 'pena', 'da', ',', 'en', 'lo', 'que', 'se', 'ha', 'convertido', '.', 'Pero', 'con', 'no', 'comprarlo', 'no', 'pasa', 'nada', '.'];['O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Un', 'sondeo', 'da', 'a', 'Ángel', 'Gabilondo', '@psmadrid', '@PSOE', '6', 'escaños', 'menos', 'que', 'a', 'Tomás', 'Gómez', 'http', ':', '/', '/', 't', '.', 'co', '/', 'BTxmLC864y'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@es_INE', '@marianorajoy', 'esto', 'no', 'es', 'xq', 'x', 'ley', ',', 'tras', '2', 'años', 'de', 'trabajo', 'te', 'obliga', 'a', 'hacer', 'al', 'trabajador', 'indefinido', '?', 'Solo', 'en', 'el', 'nombre', ',', 'no', '?'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@GonzaloMonedero', 'Muchas', 'gracias', ':', ')', '@upydvillalba', '@UPyD'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'Y', 'a', 'los', 'catalanes', ',', 'que', 'hoy', 'es', 'Sant', 'Jordi', 'y', 'el', 'día', 'de', 'la', 'Rosa'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', '@odradek1', '@Qvixote2015', 'Es', 'posible', 'que', 'no', 'conozcáis', 'otro', 'libro', '.', 'Fuera', 'la', 'mafia', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PedroFresco', '@cmgorriaran', 'Cada', 'vez', 'que', 'en', '@CiudadanosCs', 'hablan', 'de', 'economía', 'van', 'sembrando', 'más', 'dudas', 'sobre', 'la', 'conveniencia', 'de', 'votarles', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Parados', 'q', 'votan', 'al', '@PPopular', 'q', 'tios', '+', 'grandes', '!', '!', '!'];['O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@ahorapodemos', '@_PabloFdez_', '@PodemosEdiUK', 'En', 'Escocia', 'y', 'en', 'UK', 'hay', 'muchos', 'exiliados', 'venezolanos', '¿', 'por', 'que', 'no', 'los', 'llaman', '?'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['¿', 'Por', 'qué', 'será', 'que', 'no', 'me', 'sorprende', 'que', 'diputados', 'del', '@PPopular', 'cobren', 'de', 'una', 'constructora', '?'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O']
['@rosadiezupyd', 'Obviedades', 'de', '0', ',', '60', 'Las', 'traigo', 'baratas', 'oiga', '!', 'Que', 'me', 'las', 'quitan', 'de', 'las', 'manos', '!'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Decencia', ',', 'independencia', ',', 'consenso', 'y', 'lucha', 'x', 'el', 'progreso', '(', 'para', 'mejorar', 'la', 'vida', 'd', 'la', 'gente', ')', '#soluciones', '@UPyD', '#LIBRES', 'https', ':', '/', '/', 't', '.', 'co', '/', '4ubkQYMVeB'];['B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@angelcapon', 'Los', 'libros', 'de', '@Albert_Rivera', 'tienen', 'contenido', 'interesante'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O']
['A', 'FAVOR', 'SUBVENCIONES', 'PÚBLICAS', '.', '@PPopular', '@ahorapodemos', '@PSOE', '@iunida', '@CiudadanosCs', 'QUE', 'SE', 'FINANCIEN', 'SIN', 'TÚ', 'DINERO', '.', '@vox_es', '#yoVOX'];['O', 'O', 'B-Economia', 'I-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Y', 'las', 'cuentas', 'del', 'partido', '?', 'Estáis', 'preparados', 'para', 'enseñarlas', '?', '@CiudadanosCs', '@Albert_Rivera', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ZavBiwedqG'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', '@PPopular', 'se', 'quiere', 'destruir', 'a', 'sí', 'mismo', 'y', 'vaya', 'que', 'lo', 'va', 'a', 'conseguir', 'http', ':', '/', '/', 't', '.', 'co', '/', 'U3qdMy6Oza'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@olgavilasantos', 'Ojalá', 'hayamos', 'aprendido', '.', 'JAMÁS', '.', 'Nunca', 'JAMÁS', 'otra', 'mayoría', 'absoluta', '.', 'NUNCA', '.', '@alquimistaast', '@javierjuantur', '@ppopular'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['La', 'ilegalidad', 'no', 'es', 'el', 'tema', ',', 'ya', 'hacen', 'las', 'leyes', 'a', 'su', 'medida', '.', 'La', 'cuestión', 'es', 'la', 'ética', '.', 'Son', 'unos', 'insultantes', 'indolentes', '.', 'Mafia', '@PPopular'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@1periko67', '@loqveoenlcamino', '@UPyD', '¿', 'Sólo', 'la', 'corrupción', 'del', 'PP', '?', '¿', 'La', 'de', 'CIU', 'y', 'PSOE', 'es', 'corrupción', 'buena', '?'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'Fórmula', 'de', 'recuperación', 'económica', 'y', 'laboral', '.', 'Subida', 'de', 'salarios', ',', 'bajada', 'de', 'precios', ',', 'recorte', 'del', 'margen', 'de', 'beneficios', '.'];['B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Pide', 'a', '@marianorajoy', 'y', '@GPPopular', 'q', 'retiren', 'reforma', 'de', 'ley', 'del', '#aborto', 'YA', '!', 'https', ':', '/', '/', 't', '.', 'co', '/', 'ymfrpBdTFO', 'vía', '@amnistiaespana'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sarrucha', '@AlexStraits', '@es_INE', '@marianorajoy', 'casi', '25', '%', 'de', 'paro', 'y', 'a', 'mi', 'me', 'da', 'igual', 'que', 'parte', 'de', 'culpa', 'tiene', 'cada', 'uno', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', '@PPopular', 'podéis', 'leer', 'y', 'firmar', 'el', 'manifiesto', 'de', 'esta', '#CandidaturaSostenible', 'aquí', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'MDtwTFpK5M'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Noches', 'de', 'hotel', 'que', 'no', 'bajan', 'de', '500', '\x80', 'diarios', '.', '.', 'La', 'alcaldía', 'valenciana', '(', '@PPopular', ')', 'gasta', '278', '.', '000', 'en', 'viajes', 'y', 'comidas', '""', '#ps2015uv']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O']
['Ha', 'venido', 'también', 'un', 'clon', 'de', '@Pablo_Iglesias', '_', 'con', 'su', 'coleta', 'y', 'una', 'con', 'un', '#MoñoDeLaDroga', 'a', 'ver', 'a', '@jaimecamachog', 'http', ':', '/', '/', 't', '.', 'co', '/', '6n4yZ7xMp0'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@CiutadansCs', '@CiudadanosCs', '@Albert_Rivera', 'en', 'castellano', 'sinvergüenzas'];['B-Propio_partido', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O']
['@sanchezcastejon', 'alias', 'Pedro', 'Sanchez', ',', 'se', 'pierde', 'en', 'Washington', ',', 'se', 'equivoca', 'de', 'botón', 'y', 'dice', 'que', 'el', 'sevillano', 'Antonio', 'Machado', 'es', 'soriano', '.'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O']
['@Albert_Rivera', 'por', 'el', 'Norte', 'ni', 'te', 'vemos', '?', '?'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PaquiVicente', '@PPopular', '@PPRMurcia', '@bernabepaco', '@JCR_juancarlos', 'no', 'caerá', 'esa', 'breva'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@ahorapodemos', 'pues', 'aunque', 'parezca', 'increíble', ',', 'han', 'vivido', 'a', 'costa', 'de', 'las', 'minorías', '.', 'Las', 'mayorías', 'les', 'votaban', 'o', 'se', 'quedaban', 'en', 'casa', ':', ""'"", '(', '@UPyD']";['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
