texto;aspecto;sentiment;review
fuimos a cenar para un cumpleaños con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...;comida;1;y fue fantastico, trato la comida excelente, sobretodo el solomillo cabra
fuimos a cenar para un cumpleaños con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...;solomillo;1;a y la comida excelente, sobretodo el solomillo los quesos
fuimos a cenar para un cumpleaños con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...;cabra;1;y fue fantastico, trato la comida quesos cabra caliente sobre pure
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;ubicación;1;la ubicación y el entorno hay
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;entorno;1;la ubicación y el entorno muy agradable, pero
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;vacio;0;Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;vacio;0;Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;interior;0;, el pero en interior hay un exceso
Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.;vacio;0;Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.
Un lugar magnífico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendaría para una cena íntima romántica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.;marisco;1;para comer buen marisco y cualquiera de
Un lugar magnífico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendaría para una cena íntima romántica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.;cena;0;lugar para no lo recomendaría una cena íntima romántica, puesto animadas,
Un lugar magnífico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendaría para una cena íntima romántica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.;mmesas;0;de muy las conversaciones mmesas vecinas son
Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.;Servicio;1;Servicio excelente, vistas magníficas excelente relación teniendo en la es
Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.;vistas;1;Servicio excelente, vistas magníficas y excelente relación teniendo
Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.;vacio;1;Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.
Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.;vacio;1;Servicio excelente, vistas magníficas y excelente relación calidad, siempre teniendo en cuenta que la calidad es muy alta.
Más que recomendable.;vacio;1;Más que recomendable.
he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.;vacio;1;he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.
he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.;vacio;0;he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.
he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.;servicio;0;el y exagerado servicio deja mucho que desear,
solo iré como ultimo recurso.;vacio;0;solo iré como ultimo recurso.
Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.;lugar;1;Me parece un lugar estupendo, la comida buenisima
Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.;comida;1;lugar estupendo, la comida está buenisima y servicio
Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.;servicio;1;estupendo, comida está buenisima y el servicio dignos de
Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.;vacio;1;Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.
un lugar para ir con alguien especial(como fuí yo..);lugar;1;un lugar para ir con fuí
Estuve de nuevo en el Restaurante Barceloneta y pude disfrutar otra vez de una comida excelente:;comida;1;de otra vez una comida excelente:
Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.;gambas;1;con butifarra y gambas al ajillo.
Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.;Buñuelos;1;Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto al
Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.;Revuelto;1;Buñuelos de Bacalao, Revuelto ceps con butifarra al
De postres el magnífico Tiramisú y un Queso Gallego de Tetilla con Dulce de Membrillo.;Tiramisú;1;De postres el magnífico Tiramisú y un Queso de
De postres el magnífico Tiramisú y un Queso Gallego de Tetilla con Dulce de Membrillo.;Queso;1;el magnífico Tiramisú y un Queso Gallego de Tetilla Dulce
El producto de primera, la elaboración excelente y el servicio impecable.;producto;1;El producto de primera, la elaboración
El producto de primera, la elaboración excelente y el servicio impecable.;servicio;1;la elaboración excelente y el servicio impecable.
La luz natural que entra por la vidriera de la terraza, añadida a la decoración tan acogedora da una sensación de bienestar difícil de conseguir en otros lugares.;luz;1;La luz natural que entra añadida da sensación
La luz natural que entra por la vidriera de la terraza, añadida a la decoración tan acogedora da una sensación de bienestar difícil de conseguir en otros lugares.;decoración;1;la añadida a decoración tan acogedora da
En fin, que voy a regresar tantas veces como pueda y siempre que visite Barcelona.;vacio;1;En fin, que voy a regresar tantas veces como pueda y siempre que visite Barcelona.
Uno de mis restaurantes favoritos.;vacio;1;Uno de mis restaurantes favoritos.
Como ya he leído en algún comentario, de los pocos sitios donde se paga lo que se come, y se come bien, muy bien.;lo;1;los donde se paga lo que come, come
Es un sitio fantástico por la buena calidad de sus productos.;sitio;1;Es un sitio fantástico por la calidad
Es un sitio fantástico por la buena calidad de sus productos.;productos;1;por la buena calidad de sus productos.
Los arroces y suquets inmejorables.;arroces;1;Los arroces y suquets inmejorables.
Los arroces y suquets inmejorables.;suquets;1;Los arroces y suquets inmejorables.
El local impresionante, con una terraza preciosa con vistas al puerto.;local;1;El local impresionante, con una terraza
El servicio, mas que correcto.;servicio;1;El servicio, mas que correcto.
La comida, excepcional para mi gusto.;comida;1;La comida, excepcional para mi
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.";arroces;1;Destacar los arroces, la caldereta de las zamburiñas platos
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.";caldereta;1;Destacar los arroces, la caldereta de bogavante, las zamburiñas platos
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.";zamburiñas;1;Destacar arroces, caldereta de bogavante, las zamburiñas al horno y platos
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.";platos;1;Destacar los arroces, caldereta de zamburiñas horno y platos
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.";pescados;1;los de y pescados en general.
Inmejorable calidad.;vacio;1;Inmejorable calidad.
Especialmente exquisitos los buñuelos de bacalao y el arroz caldoso ah y el jamón de vicio.;buñuelos;1;Especialmente exquisitos los buñuelos de bacalao y arroz jamón
Especialmente exquisitos los buñuelos de bacalao y el arroz caldoso ah y el jamón de vicio.;arroz;1;los buñuelos bacalao y el arroz caldoso ah jamón
Especialmente exquisitos los buñuelos de bacalao y el arroz caldoso ah y el jamón de vicio.;jamón;1;los buñuelos de bacalao y el arroz ah jamón vicio.
Una de las mejores paellas que he comido en un restaurante en Barcelona.;paellas;1;Una de las mejores paellas que he comido
Además tiene una terraza impresionamnte.;terraza;1;Además tiene una terraza impresionamnte.
Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.;vacio;1;Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.
Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.;vacio;1;Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.
Del todo recomendable.;vacio;1;Del todo recomendable.
Posiblemente el restaurante con la mejor terraza de Barcelona, con vistas al mar y una comida estupenda.;terraza;1;Posiblemente el restaurante con la mejor terraza de Barcelona, mar
Posiblemente el restaurante con la mejor terraza de Barcelona, con vistas al mar y una comida estupenda.;comida;1;con mar y una comida estupenda.
Arroz muy bueno pero escasa ración.;Arroz;1;Arroz muy bueno pero ración.
Arroz muy bueno pero escasa ración.;Arroz;0;Arroz muy bueno pero ración.
Los vinos carísimos.;vinos;0;Los vinos carísimos.
Mesa interior sin vistas.;Mesa;0;Mesa interior sin vistas.
No repetiremos.;vacio;0;No repetiremos.
